id,writing_id,book,section,content,full_path
2064,45572,《唐诗归》,"",谭云：来得飒然（首句下）。钟云：唐人每妙于用“兼”字，奇变百出（“离忧”句下）。谭云：真情语（“忆我”句下）。又云：五字深秘（“相望”句下）。钟云：排律化境。细读沈、宋诗，始知其妙。,《唐诗归》
2065,45572,《唐贤三昧集笺注》,"",后四句因景生情，情深于文。,《唐贤三昧集笺注》
2066,45572,《历代诗法》,"",起有别趣。,《历代诗法》
2067,45572,《批唐贤三昧集》,"",起五字，岂凡手胸中所有？对亦生造。高、岑并称，高之遒俊似不逮岑，而其苍莽处更过之。诗格自以苍莽为最贵，遒俊试次也。,《批唐贤三昧集》
2068,45561,《诗薮》,"",盛唐排律，杜外，右丞为冠，太白次之。常侍篇什空澹，不及王、李之秀丽豪爽，而《信安王幕府》三十韵，典重整齐，精工赡逸，特为高作，王、李所无也。又：凡排律起句，极宜冠裳雄浑，不得作小家语。唐人可法者……李白“独坐清天下，专征山海隅”，高适“云纪轩皇代，星高太平年”，此类最为得体。,《诗薮》
2069,45564,《唐诗广选》,"",蒋春甫曰：宋人用‘忠信’字便酸，那复得此？,《唐诗广选》
2070,45564,《唐诗直解》,"",刘卿代使，止“星使”一语着题。,《唐诗直解》
2071,45564,《唐诗训解》,"",“月卿”二句是鸳鸯对体。,《唐诗训解》
2072,45564,《唐诗镜》,"",“忠信涉波涛”，语最简炼。,《唐诗镜》
2073,45564,《唐诗选脉会通评林》,"",周敬曰：壮浑警策之章。通篇真切隽永，盛唐高品。,《唐诗选脉会通评林》
2074,45564,《古唐诗合解》,"",前解柴司户充刘判官之岭外，四句已足，留送之意在后解显出。中解布景描情，字字精湛。,《古唐诗合解》
2075,45570,《唐诗广选》,"",结语气韵微薄。,《唐诗广选》
2076,45570,《唐诗训解》,"",歌舞一联，造语奇崛，思入风云。,《唐诗训解》
2077,45570,《汇编唐诗十集》,"",唐云：常侍五言律，健而不甚整，“征马嘶”而外无可采焉。堪与右丞竞爽者，独此两排律耳（另一指《送柴司户充刘卿判宫之岭外》）。,《汇编唐诗十集》
2078,45573,《唐诗品汇》,"",七言排律唐人不多见。如太白《别山僧》、高适《宿田家》等作，虽联对精密，而律调未纯，终是古诗体段。,《唐诗品汇》
2079,45573,《唐诗广选》,"",即“寒尽不知年”之意，此却浑古（“鬓白未曾”句下）。俗语自可（“牛壮日耕”句下）。蒋仲舒曰：浅浅说胜浑浑说，百尔所思，不如一言。,《唐诗广选》
2080,45573,《唐诗选脉会通评林》,"",周珽曰：好幅田家乐图。,《唐诗选脉会通评林》
2081,45573,《唐风定》,"",顾云：语带烟霞，此足当之矣。,《唐风定》
2082,45573,《唐百家诗选》,"",赵熙批：精炼（“山青每到”句下）。千钧之力，而从容自在（末句下）。,《唐百家诗选》
2083,45703,《乐府诗集》,"",《晋书·乐志》曰：《出塞》、《入塞》曲，李延年造。曹嘉之。,《乐府诗集》
2084,45703,《晋书》,"",曰：刘畴尝避乱坞壁，贾胡百数欲害之，畴无惧色，援笳而吹之，为《出寒》、《入塞》之声，以动其游客之思，于是群胡皆垂泣而去。按《西京获记》曰：“戚夫人善歌《出塞》、《入塞》、《望归》之曲。”则高帝时已有之，疑不起于延年也。唐又有《塞上》、《塞下》曲，盖出于此。,《晋书》
2085,8723,《韵语阳秋》,"",意在退处者，虽饥寒而不辞；意在进为者，虽沓贪而不顾：皆一曲之士也。高适尝云：“吾谋适可用，天路岂寥廓？不然买山田，一身与耕凿。”可仕则仕，可止则止，何常之有哉！,《韵语阳秋》
2086,45599,《唐诗广选》,"",奇情奇语（“言是”句下）。,《唐诗广选》
2087,45599,《唐音癸签》,"",诗家拈教乘中题，当即用教乘中语义，旁撷外典补凑，便非当行。在古如支公辈亦有杂用老、庄语者，至今时则迥然分途，取材不可混矣。唐诸家教乘中诗合作者多，独老杜殊出入，不可为法。如《慈恩塔》一诗，高、岑终篇皆彼教语，杜则杂望陵寝、叹稻梁等句，与法门事全不涉。他寺刹及赠僧寺皆然。,《唐音癸签》
2088,45599,《唐贤三昧集笺注》,"",风格清举，可与诸公作参观。王士禛曰：每思高、岑、杜辈同登慈恩塔，李、杜辈同登吹台，一时大敌，旗鼓相当，恨不厕身其间，为执鞭弭之役。,《唐贤三昧集笺注》
2089,45599,《杜诗详注》,"",同时诸公登塔，各有题咏。薛据诗已失传；岑、储两作，风秀熨贴，不愧名家；高达夫出之简净，品格亦自清坚。,《杜诗详注》
2090,45607,《唐诗广选》,"",极其摹画（“连潭”句下）。,《唐诗广选》
2091,45607,《唐诗选脉会通评林》,"",周珽曰：此通以江山交互、属对成篇，总状山水林岩之胜，即秋霁俯见之景也。“瑶池”、“昆仑”二句，作譬喻接上妙。“片云”、“独鸟”二句，咏物情之闲逸以起下意。“心寄”、“事惭”、“在乘兴”、“非外求”四语，悟己趣之遗忘。结言得与司直诸公同游，志愿已毕。叙景道情，妩媚雅达。,《唐诗选脉会通评林》
2092,45607,《唐贤三昧集笺注》,"",比拟工（“若临”二句下）。传神（“回首”二句下）。刻画（“连潭”二句下）。比前首（按指《同诸公登慈恩寺浮图》）亦自有一种景象。,《唐贤三昧集笺注》
2093,45607,《唐诗选胜直解》,"",此篇以曲江、南山相对作联。起二句山色秀而水不流，正秋霁之景。三四句出司直诸公曲江之饮，如宴瑶池而望昆仑者。此一段从南山、曲江、秋霁、诸公倒出题面（首四句下）。,《唐诗选胜直解》
2094,45607,《历代诗法》,"",其写题处，虚活雅贴，自是法家。,《历代诗法》
2095,45694,《独异忐》,"",扬州西灵塔，中国之尤峻峙者。唐武宗末拆寺之前一年……天火焚塔俱尽。,《独异忐》
2096,45694,《唐诗归》,"",钟云：“轩车”着“蠢动”二字奇甚，一时所见真境，写出不觉，形容高远，如画笔端，好笑。潭云：“轩车疑蠢动”，《考工·轮人》中妙语（“轩车”句下）。钟云：“知所退”三字深而朴。,《唐诗归》
2097,45695,《唐诗解》,"",此叹苦战之无益也。言登高而望边境，见汉垒而想去病之北征，其时以为必灭匈奴面后已，然终果灭乎？狼居胥之封徒草草耳，既无足称，然睹鸿雁之飞而独伤怀抱者，窃有感于传书之事也。夫去病伪功而取封，子卿守节而薄赏，适盖有慨于当时矣。,《唐诗解》
2098,45634,《唐诗训解》,"",草枯风惨，无限伤怀。,《唐诗训解》
2099,45634,《唐诗选》,"",末二句无限关情。,《唐诗选》
2100,45634,《唐诗评选》,"",“惟”字直贯到未十五字。两韵为一句，大奇。,《唐诗评选》
2101,45637,《唐诗归》,"",钟云：写得难堪，只在秋草、修竹、桑叶，然安顿得妙。又云：《宋中十首》此下二作（“出门望终古”、“常爱宓子贱”）独高简，人不能知，止称“悲风千里来”等句。,《唐诗归》
2102,45637,《唐诗归折衷》,"",唐云：语直且带议论，是咏史体；若论飞骨，终逊“悲风”。,《唐诗归折衷》
2103,45638,《唐诗直解》,"",悲慨，有体行理。,《唐诗直解》
2104,45638,《唐诗快》,"",其诗高妙如此。,《唐诗快》
2105,45642,《批点唐诗正声》,"",诸小作多慷慨疏放，不拘常态；长篇自一机轴，颇涉轶荡。,《批点唐诗正声》
2106,45642,《唐诗归》,"","谭云：“能自亲”三字深妙。又云：“邑中”二句澹语妙绝。
钟云：此首才是真澹。",《唐诗归》
2107,45711,《唐诗归》,"",“欲言塞下事，天子不召见”，归咎于君；“岂无安边书，诸将已承恩”，归咎于臣。同一忧感，不若此语得体，激切温厚。然“已承恩”三字，偷惰、欺蔽二意俱在其中，可为边事之戒。,《唐诗归》
2108,45711,《唐诗解》,"",此志在安边，伤不遇也。言我览观边塞胡虏之未宁，岂安边之书可献乎？特以诸将巧诈以图爵赏，使贤者不能自达于上耳，是以徒抱孙吴之略而不得一试也。,《唐诗解》
2109,45711,《唐风定》,"",与陶翰《塞下》同调并工。,《唐风定》
2110,45711,《唐诗别裁》,"",言诸将不知防边，虽有策无可陈也。乃不云天子僭赏，而云主将承恩，令人言外思之。,《唐诗别裁》
2111,45616,《唐诗归》,"",钟云：二语写出高士（末二句下）。,《唐诗归》
2112,45616,《唐风定》,"",高浑，绝去炉锤。胜嘉州《渔父》之作。,《唐风定》
2113,45619,《唐诗镜》,"",末四语感物，语致落落，婴怀殊深。,《唐诗镜》
2114,45622,《汇编唐诗十集》,"",信手拈出，诚不厌浅。,《汇编唐诗十集》
2115,45587,《唐诗归》,"",说得秋有着落，益觉幻妙（“渺然”二句下）。,《唐诗归》
2116,45587,《唐百家诗选》,"",赵熙批：拍入行程（“裴回”句下）。,《唐百家诗选》
2117,45587,《删定唐诗解》,"",言客梦已愁，若果为秋则更愁，谓非明月未妥。,《删定唐诗解》
2118,45696,《增订评注唐诗正声》,"",郭云：“未云已”三字冷眼阅世，一结深厚。,《增订评注唐诗正声》
2119,45696,《唐诗解》,"",首叙陇头之事，而即以流水兴行人之不休，盖赋而兴也。,《唐诗解》
2120,45696,《唐诗别裁》,"",观“浅才登一命”句，应是哥舒翰表为参军掌书记时作。感*忘家，语简意足。,《唐诗别裁》
2121,45696,《网师园唐诗笺》,"",古茂，似汉魏乐府（首四句下）。,《网师园唐诗笺》
2122,45682,《唐诗归》,"",钟云：太白语谑浪，达夫语凄感。,《唐诗归》
2123,45682,《唐诗选脉会通评林》,"",周珽曰：语语泪珠，字字泪血。,《唐诗选脉会通评林》
2124,45682,《载酒园诗话》,"",诗中佳句，有宜于作绝句者，有宜于作律诗者。如高适《哭单父梁少府》，本系古诗长篇，《集异记》载旗亭伶官所讴，乃截首四句为短章“开箧泪沾臆，见君前日书。夜台犹寂寞，疑是子云居。”以原诗并观，绝句果*短意长，凄凉万状。,《载酒园诗话》
2125,45682,《围炉诗话》,"",五古、五绝亦可相收放。高适《哭梁少府》诗，只取前四句即成一绝，下文皆铺叙也。,《围炉诗话》
2126,45588,《唐诗选脉会通评林》,"",周珽曰：游心千古，似佃似渔，精华所萃，结为奇调，凭吊诗之绝唱者。,《唐诗选脉会通评林》
2127,45588,《唐风定》,"",按节安歌，步武严整，无一往奔轶之习。,《唐风定》
2128,45588,《唐贤三昧集笺注》,"",开后人故迹凭吊诗之法门。隔联间以对仗，壁垒森严、一结多少感慨！,《唐贤三昧集笺注》
2129,45588,《昭昧詹言》,"",起二句伉爽，“魏王”二句衍，“忆昨”四句推开，“全盛”句折入，“暮天”句入己。以下重复感叹，自有浅深，而气益厚，韵益长，反复吟咏，久之自见。,《昭昧詹言》
2130,45578,《唐诗广选》,"",洪影庐曰：高适寄杜云“愧尔东西南北人”，杜则云“东西南北正堪论”，如钟磬在簴，叩之则应，非若今人酬和为次韵所局也。,《唐诗广选》
2131,45578,《唐诗直解》,"",直率不厌其浅。,《唐诗直解》
2132,45578,《唐诗训解》,"",情真意恳，词亦是达。,《唐诗训解》
2133,45578,《唐诗镜》,"",语多合拍，虽无他奇，故是可咏。,《唐诗镜》
2134,45578,《杜诗详注》,"",首二总提，次四思故乡，下六怜故人…七八意转而韵不转，九十韵转而意不转，杜集亦时用此法。,《杜诗详注》
2135,45578,《此木轩论诗汇编》,"",高、杜二诗，虽是各臻至极，毕境先高后杜，乃为明于诗之正变源流者。高诗只如此，杜答诗乃淋漓尽致，二者孰优？“今年人日空相忆”云云，只是不说出来。,《此木轩论诗汇编》
2136,45578,《古唐诗合解》,"",此篇三韵是古风正调，与《江上吟》同。,《古唐诗合解》
2137,45578,《而庵说唐诗》,"",法老气苍，学者须细心效之。,《而庵说唐诗》
2138,45578,《唐诗别裁》,"",言羁绊一官，萍踪断梗，远不如遨游四方之为乐也。,《唐诗别裁》
2139,45578,《唐贤三昧集笺注》,"",收摄沉顿。此一字一顿，老杜和作乃分诠四段以应之，宜取参看。,《唐贤三昧集笺注》
2140,45578,《唐贤清雅集》,"",达夫歌行以骨健胜，最难学，此唯取其平易近人者，然亦恐费手。淡语不堪多读（末四句下）。,《唐贤清雅集》
2141,45578,《唐宋诗举要》,"",沉痛（“明年人日”句下）。,《唐宋诗举要》
2142,45578,唐诗鉴赏辞典,"",这是高适晚年诗作中最动人的一篇。杜甫接到这首诗时，竟至“泪洒行间，读终篇末”（《追酬高蜀州人日见寄并序》）。<br />这首怀友思乡的诗之所以感人，主要是它饱含着特定的历史内容，把个人遭际与国家命运紧密连结起来了。高适和杜甫早在开元末年就成了意气相投的朋友，又同样落魄不偶。安史乱起，高适在玄宗、肃宗面前参预重要谋略，被赏识，境遇比杜甫好得多，曾任淮南节度使，平定永王璘的叛乱。由于“负气敢言”，遭到内臣李辅国等的谗毁，被解除兵权，留守东京。乾元二年（759），出为彭州刺史。同年年底，杜甫流离转徙，到达成都，高适写立即从彭州寄诗问讯，馈赠粮食。上元元年（760），高适改任蜀州（治所在今四川崇庆）刺史，杜甫从成都赶去看望。这时，高适年将六十，杜甫也将五十，他乡遇故知，短暂的聚会，更加深了别后的相思。到了上元二年人日这天，高适了这诗，寄到成都草堂。<br />全诗每四句一段，共分三段。每段换韵，开头是平声阳韵，中间是仄声御韵，末段是平声真韵。<br />“人日题诗寄草堂”，起句便单刀直入点题。“遥怜故人思故乡”，“遥怜”的“怜”，正是表示二人感情的字眼，通篇都围绕这“怜”字生发展开。“思故乡”，既是从自己说，也是从杜甫说，满目疮痍的中原，同是他们的故乡。紧接着“柳条弄色不忍见，梅花满枝空断肠”，便是这思乡情绪的具体形容。春天到时，柳叶萌芽，梅花盛开，应该是令人愉悦的，但在飘泊异地的游子心中，总是容易撩动乡愁，而使人“不忍见”，一见就“断肠”，感情不能自己了。<br />中间四句是诗意的拓展和深化，有不平，有忧郁，又有如大海行舟、随波飘转、不能自主的渺茫与怅惘，感情是复杂的。换用仄声韵，正与内容十分协调。<br />“身在南蕃无所预，心怀百忧复千虑。”“预”是参预朝政之意。当时国家多难，干戈未息，以高适的文才武略，本应参预朝廷大政，建树功业，可是偏偏远离京国，身在南蕃。尽管如此，诗人的爱国热忱却未衰减，面对动荡不已的时局，自然是“心怀百忧复千虑”了。当时，不仅安史叛军在中原还很猖獗，即就蜀中局势而言，也并不平静，此诗写后的两三个月，便发生了梓州刺史段子璋的叛乱。这“百忧千虑”，也正是时局艰难的反映。杜甫《追酬高蜀州人日见寄》：“叹我凄凄求友篇，感君郁郁匡时略”，是很深刻地领会到高适这种复杂情思的。<br />“今年人日空相忆，明年人日知何处”，这意思正承百忧千虑而来，身当乱世，作客他乡，今年此时，已是相思不见，明年又在何处，哪能预料呢？此忧之深，虑之远，更说明国步艰难，有志莫申。深沉的感喟中，隐藏了内心多少的哀痛！<br />瞻望未来，深感渺茫，回顾往昔，又何尝事皆前定呢？这就自然地逗出了末段。“一卧东山三十春，岂知书剑老风尘。”诗人早年曾隐身“渔樵”（《封丘作》），生活虽困顿，却也闲散自适，哪会知道今天竟辜负了随身的书剑，老于宦途风尘之中呢？“龙钟还忝二千石，愧尔东西南北人！”这是说自己老迈疲癃之身，辱居刺史之位，国家多事而无所作为，内心有愧于到处飘泊流离的友人。这“愧”的内涵是丰富的，它蕴含着自己匡时无计的孤愤，和对友人处境深挚的关切。这种“愧”，更见得两人交谊之厚，相知之深。<br />这首诗，没有华丽夺目的词藻，也没有刻意雕琢的警句，有的只是浑朴自然的语言，发自肺腑的真情流贯全篇。那抑扬变换的音调，很好地传达了起伏跌宕的感情。象这种“直举胸情，匪傍书史”的佳作，可算是汉魏风骨的嗣响。<br />（徐永年）,唐诗鉴赏辞典
2143,45673,《唐诗镜》,"",随手得句，不主故常。末二语甚有情色。,《唐诗镜》
2144,45673,《唐诗解》,"",此叙不忍别之情。夫念离而忧，思深如梦，候钟而起，闻马而惊，当未别之时已不胜情矣，况既别之后所见为归云，能无惆怅乎？,《唐诗解》
2145,45675,《带经堂诗话》,"",或问诗工于发端如何？应之曰：如谢宣城“大江流日夜，客心悲未央”，……高常侍“将军族贵兵且强，汉家已是浑邪王”，老杜“将军魏武之子孙，于今为庶为青门”是也。,《带经堂诗话》
2146,45675,《唐贤三昧集笺注》,"",气格嶒崚，明人喜模拟这等处，而竟不免为优孟衣冠也。,《唐贤三昧集笺注》
2147,45675,《历代诗法》,"",常侍七古，慷慨疏越，气韵沉雄，斧凿之痕一归熔化，才志养优，真承学之典型也。,《历代诗法》
2148,45675,《批唐贤三昧集》,"",送人诗品，如此已足擅场，再约之则不足。,《批唐贤三昧集》
2149,45675,《唐百家诗选》,"",赵熙批：浑将军得此一诗，胜于史篇一传。接法天挺（“汉家已是”句下）。,《唐百家诗选》
2150,45670,《韵语阳秋》,"",《封丘》诗云：“我本渔樵孟诸野，一生自是悠悠者。乍可狂歌草泽中，宁堪作吏风尘下？”其末句云：“乃知梅福徒为尔，转忆陶潜《归去来》。”则不堪作吏之卑辱，而复思孟诸之渔樵也，韩退之云：“居闲食不足，从仕力难任。”其此之谓乎？,《韵语阳秋》
2151,45670,《唐诗广选》,"",胡元瑞曰：起语疏荡。,《唐诗广选》
2152,45670,《唐百家诗选》,"",赵熙批：浑灏流转，常侍独擅之长（末二句下）。,《唐百家诗选》
2153,45670,唐诗鉴赏辞典,"",[孟诸]大泽名。<br />[乍可]只可。<br />[梅福]西汉末隐者。<br /><br />高适早年闲散困顿，直到天宝八载（749），将近五十岁时，才因宋州刺史张九皋的推荐，中“有道科”。中第后，却只得了个封丘县尉的小官，大失所望。这首诗就作于封丘任上，这是诗人发自肺腑的自白，揭示了他理想与现实的矛盾和出仕之后又强烈希望归隐的衷曲。<br />开头四句高亢激越，这是压抑已久的感情的迸发。县尉只不过是“从九品”的卑微之职，主管的无非是捕盗贼、察奸宄一类差使。对一个抱负不凡的才志之士来说，怎甘堕落风尘，做个卑微的小吏呢！他不由怀念起当年在孟诸（古泽薮名，故址在今河南商丘县东北，这里泛指梁宋一带）“混迹渔樵”、自由自在的生活。“乍可”“宁堪”相对，突出表现了诗人醒悟追悔和愤激不平的心情。不需要烦琐的描绘，一个忧愤满怀的诗人形象便突兀地站立在读者面前了。<br />“只言”以下四句，紧接“宁堪作吏风尘下”，加以申述发挥，感情转向深沉，音调亦随之低平。诗人素怀鸿鹄之志：“举头望君门，屈指取公卿，”（《别韦参军》）到封丘作县尉，乃是不得已而俯身降志。当初只以为邑小官闲，哪知道一进公门，便是自投罗网，种种令人厌烦的公事，都有规定的章程和期限，约束人不得自由。更受不了的还有“拜迎长官”、“鞭挞黎庶”时的难堪，这对高适是莫大的屈辱，安得不“心欲碎”、“令人悲”呢？这两句诗可见诗人洁身自爱的操守，也反映了当时政治的腐朽黑暗，对仗工整，情感激烈。<br />一腔悲愤实在难以自抑，那就回家向亲人诉说诉说吧。不料妻室儿女竟都不当一回事，反而责怪自己有什么值得大惊小怪的。自己严肃认真的态度倒反成了笑料，这岂不是更可悲吗？家人的“笑”，正反衬出诗人的迂阔真率，不谙世事。既然如此，只好弃此微官，遂我初服：“生事应须南亩田，世情尽付东流水”，还是抛弃世情，归隐躬耕去吧！<br />然而，眼前还是思归而不得归：梦魂萦绕的旧山不可得见；受命为官，一时又还交卸不了。没有圣明的君主在位，一个小小的县尉又能有什么作为呢？汉代的南昌尉梅福，竭诚效忠，屡次上书，结果还是徒劳，左思右念，倒又想起欣然而赋《归去来》的陶潜了。<br />殷璠在《河岳英灵集》里评高适的诗：“多胸臆语，兼有气骨”。也就是诗的情意真挚，并且气势充沛，造语挺拔。此诗很能体现这个特点。全诗运用质朴自然、毫无矫饰的语言，扣紧出仕后理想与现实的矛盾，称心而言，一气贯注，肝胆照人，正是这诗感动读者的力量所在。全诗四段，不堪作吏是全篇的主意。开头四句，从高处落笔，自叙本来面目，说明不堪作吏的原由，愤慨之情溢于言表。第二段从客观现实申述不堪作吏的实情，与第一段形成强烈的对照，感情转为沉痛压抑。第三段拓展第二段的内容，表明摆脱这种不堪，提出弃官归隐的愿望。第四段就第三段的意思急转急收，因一时不能摆脱作吏的客观碍难，也就更加向往归隐，与第一段遥遥照应。结构严整而又有波澜起伏，感情奔泻而又有旋跌宕之姿。<br />在句法上，全篇每段四句的一二句为散行，三四句是对偶。如此交互为用，经纬成文，既流动，又凝重；四段连结，造成反复回环的旋律。对偶的一联中，不仅字面对仗工整，而且都是一句一意或一句一事，没有意思重复的合掌，显得整饬精炼；更因虚词的承接照应，诗意联贯而下，语势生动自然，成为很好的流水对，读来便觉气势流转，绝无板滞之病。全诗每段一韵，依次为：仄声马韵、平声支韵、仄声纸韵、平声灰韵。这样平仄相间，抑扬鲜明，随着诗的感情变化，音韵也起落有势，增加了声调的美感。<br />（徐永年）,唐诗鉴赏辞典
2154,45632,《韵语阳秋》,"",适有《赠别李少府》云：“余亦惬所从，渔樵十二年。种瓜漆园里，凿井卢门边。”《赠韦参军》云：“布衣不得干明主”、“东过梁宋无寸土。兔苑为农岁不登，雁池垂钓心常苦。”其生理可谓窄矣。及宋州刺史张九皋奇其人，举有道科中第，调封丘尉，则曰：“此时也得辞渔樵，青袍裹身荷圣朝。牛犁钓竿不复见，县人邑吏来相邀。”则是不堪渔樵之艰窘，而喜末官之微禄也。一不得志，则舍之而去，何邪？,《韵语阳秋》
2155,45632,《增订评注唐诗正声》,"",周云：淡语情款自深，结处与王勃《送杜少府》一格。,《增订评注唐诗正声》
2156,45632,《唐风定》,"",高、岑豪壮感慨，人所共知，其清疏瘦劲处，罕有知者，如此种是也。,《唐风定》
2157,45632,《昭昧詹言》,"",收四句入别。,《昭昧詹言》
2158,45632,唐诗鉴赏辞典,"",高适二十岁入京，是唐玄宗开元十一年（713），正是开元盛世，这一时期的特点是：表面上社会安定，经济繁荣，实际上皇帝已开始倦于政事，统治集团日见腐化，诗人凭“书剑”本领入仕已不可能，不得不离京自谋出路，客游梁宋。开元二十三年，宋州刺史张九皋荐举诗人就试于“有道科”，这诗便是诗人离梁宋而就试于京师时写的。韦参军是宋州刺史下属官员，与诗人交往很深。<br />诗的前八句，写诗人闯荡京师、客游梁宋、落拓失意的真实经历。那时他年纪轻轻，自负文才武略，以为取得卿相是指日可待的事。三言两语，写出了诗人聪明、天真、自负的性格特征。但现实遭遇又是怎样呢？他理想中的君主，沉醉在“太平盛世”的安乐窝里。“国风冲融迈三五，朝廷礼乐弥寰宇”，说国家风教鼎盛，超过了三皇五帝，朝廷礼乐遍及四海之内。这两句，貌似颂扬，实含讽意；下两句“白璧皆言赐近臣，布衣不得干明主”，就是似褒实贬的注脚。干谒“明主”不成，只好离开京师。但到什么地方去呢？回家吧，“归来洛阳无负郭”，家中根本没有多少产业。故诗人不得不带全家到河南商丘一带谋生，“兔苑为农岁不登，雁池垂钓心长苦”。汉代梁孝王曾在商丘一带筑兔苑，开雁池，作为歌舞游冶之所，诗中借古迹代地名，是说自己在这里种田捕鱼，生计艰难。不说“捕鱼”而说“垂钓”，暗用姜太公“渭水垂钓”故事，说明自己苦闷地等待着朝廷的任用。<br />后十句是写与韦参军的离别，生动地描写了他们之间的深挚友谊和难舍之情。“世人遇我同众人，唯君于我最相亲”，这两句，看似寻常，其中暗含了作者的辛酸遭遇和对韦参军的感激之情。“且喜百年见交态，未尝一日辞家贫”，说他们的友谊经过长期考验，韦参军经常接济自己，从未以“家贫”为辞借口推却过。“弹棋击筑白日晚，纵酒高歌杨柳春。”“白日晚”见其日夕相处；“杨柳春”见其既游且歌。这样的友情，怎么能舍得分开呢？“欢娱未尽分散去，使我惆怅惊心神。”“惊心神”三字，写出了与朋友相别时的痛楚之状。但为事业、前程计，又不得不别，因而劝慰朋友：“丈夫不作儿女别，临歧涕泪沾衣巾。”<br />这首诗写得肝胆刻露，字字情真。一般写诗要求语忌直出，脉忌外露。但这绝不是否定率直的抒情。“忌直”是为了“深化”感情，率直是为了将实情写得更“真”，二者似迥异而实相通。高适此作直吐深情，写苦不见颓靡之态，惜别仍发豪放之情，快人快语，肝胆相照，表现出主人公鲜明的个性特征，因而能以情动人，具有很大的感染力。此诗基本上采取了长篇独白的方式，“多胸臆语，兼有气骨”（殷璠《河岳英灵集》）。诗中又多用偶句和对比，讲究音韵，读来音情顿挫，雄浑奔放，具有流美婉转的韵致。<br />(傅经顺),唐诗鉴赏辞典
2159,45672,《增订评注唐诗正声》,"",郭云：气调微弱，大非常侍本色。,《增订评注唐诗正声》
2160,45672,《唐诗广选》,"",王元美曰：“行人”句诗家能道，“远树”句无人能道。,《唐诗广选》
2161,45672,《唐诗选脉会通评林》,"",周珽曰：常侍送别诗悉从实情真意写出，布景抒辞不粘不泛，如《送田少府》、《沈四》、《蔡山人》、《别韦参军》、《晋三》等篇，俱有啼烟叫月、千秋呜咽之响。,《唐诗选脉会通评林》
2162,45672,《载酒园诗话又编》,"",唐人称“有唐以来，诗人之达者，唯适而已。”今读其诗，豁达磊落，寒涩琐媚之态去之略尽。如《送田少府贬苍梧》曰：“丈夫穷达未可知，看君不合长数奇。”《赠别晋三处士》曰：“爱君且欲君先达，今上求贤早上书。”《九日酬颜少府》曰：“纵使登高只断肠，不如独坐空搔首。”《崔司录宅燕大理李卿》曰：“饮醉欲言归剡溪，门前驷马光照衣。路旁观者徒唧唧，我公不以为是非。”眉宇如此，岂久处坞壁！,《载酒园诗话又编》
2163,45698,《唐诗广选》,"",收语出不意（“眠时忆问”句下）。,《唐诗广选》
2164,45698,《唐诗归》,"",谭云：“梦魂可以相周旋”、“知君以此忘帝力”、“我公不以为是非”皆以此一种句法，妙绝千古，当看其用笔老处。又云：观其落笔驻笔。清健高雅处。钟云：幽人语境，相视略领，傍人不知（“送君还山”句下）。,《唐诗归》
2165,45698,《唐风定》,"",落落酣歌，快意无比。,《唐风定》
2166,45698,《古唐诗合解》,"",此篇从题起韵，写题二句，转调用叠韵五句，再转韵六句。前紧促，而宽徐。,《古唐诗合解》
2167,45698,《唐贤三昧集笺注》,"",宕逸可爱。,《唐贤三昧集笺注》
2168,45698,《唐贤清雅集》,"",起处已尽大意，后节节回应，神气一片。,《唐贤清雅集》
2169,45698,《唐宋诗举要》,"",兴象华妙，音韵尤美。,《唐宋诗举要》
